PolicyID,UnderwrittenCoverID,PolicyStartDate,Province,VehicleType,Gender,Age,VehicleAge,CubicCapacity,PostalCode,PreviousClaims,TotalPremium,TotalClaims,LossRatio,HasClaim
104329,COMP+,2031-11-07,Free State,Sedan,Male,44,11,1200,7036,3,7386,0,0.0,0
104330,TPO,2031-11-08,Gauteng,Sedan,Male,36,21,1800,6066,3,12849,0,0.0,0
104331,COMP+,2031-11-09,Eastern Cape,SUV,Female,26,6,2500,1489,2,14237,6889,0.4838800309053874,1
104332,COMP+,2031-11-10,Western Cape,Hatchback,Male,68,21,1600,3423,2,9349,1599,0.1710343352230185,1
104333,COMP+,2031-11-11,Gauteng,Bakkie,Female,66,10,2500,7374,0,14327,4767,0.3327284148809939,1
104334,COMP,2031-11-12,Eastern Cape,Hatchback,Female,30,15,2200,2935,2,5913,1212,0.20497209538305428,1
104335,TPFT,2031-11-13,Eastern Cape,SUV,Female,19,1,2000,3749,3,15946,2018,0.1265521133826665,1
104336,COMP,2031-11-14,Western Cape,Sedan,Male,53,17,1200,4296,1,3739,0,0.0,0
104337,TPFT,2031-11-15,Gauteng,SUV,Female,46,3,1800,5570,2,13043,0,0.0,0
104338,TPO,2031-11-16,Free State,Bakkie,Female,28,11,2000,8744,2,9947,0,0.0,0
104339,TPO,2031-11-17,Western Cape,Sedan,Male,51,18,2500,4691,3,10597,2217,0.20921015381711805,1
104340,COMP+,2031-11-18,Eastern Cape,Sedan,Female,21,10,1200,2103,1,8153,0,0.0,0
104341,TPFT,2031-11-19,Eastern Cape,Sedan,Female,21,21,1200,8812,0,10802,195,0.018052212553230883,1
104342,TPFT,2031-11-20,Western Cape,SUV,Female,69,9,3000,6805,1,14292,0,0.0,0
104343,TPFT,2031-11-21,Western Cape,Hatchback,Female,18,7,1600,2599,3,10218,5985,0.5857310628302995,1
104344,COMP+,2031-11-22,Western Cape,Bakkie,Female,42,11,1200,4281,3,6887,13367,1.9409031508639465,1
104345,COMP+,2031-11-23,Eastern Cape,Coupe,Female,43,8,2200,8464,3,11153,849,0.07612301622881736,1
104346,TPO,2031-11-24,Western Cape,Sedan,Female,28,2,3500,8777,3,6242,1123,0.1799102851650112,1
104347,COMP,2031-11-25,Gauteng,Hatchback,Female,40,5,1200,6291,1,9097,0,0.0,0
104348,TPFT,2031-11-26,Gauteng,Hatchback,Female,19,9,3500,4160,1,18304,0,0.0,0
104349,TPFT,2031-11-27,Free State,Sedan,Male,36,1,2200,4945,1,10440,2691,0.25775862068965516,1
104350,COMP,2031-11-28,Western Cape,Coupe,Male,46,17,2500,1225,2,6478,0,0.0,0
104351,TPFT,2031-11-29,Western Cape,Sedan,Female,57,10,3000,7286,3,7252,3445,0.47504136789851076,1
104352,COMP+,2031-11-30,Eastern Cape,Hatchback,Male,72,8,1600,5803,2,9398,1987,0.21142796339646733,1
104353,COMP+,2031-12-01,Eastern Cape,Hatchback,Female,69,18,3000,2714,2,9113,7967,0.8742455832327445,1
104354,TPFT,2031-12-02,KZN,Bakkie,Female,21,10,2200,5149,2,22214,427,0.019222112181507156,1
104355,COMP+,2031-12-03,Western Cape,SUV,Female,74,9,2500,3243,0,8243,2406,0.29188402280723036,1
104356,COMP+,2031-12-04,Gauteng,Sedan,Female,33,4,2000,6848,2,10706,2500,0.2335139174294788,1
104357,TPFT,2031-12-05,Free State,SUV,Female,64,2,3000,8656,3,16383,402,0.024537630470609778,1
104358,TPO,2031-12-06,Western Cape,SUV,Male,54,19,3000,3892,2,11862,7469,0.629657730568201,1
104359,COMP,2031-12-07,Eastern Cape,Bakkie,Female,44,10,1200,3345,3,15556,961,0.06177680637696066,1
104360,COMP+,2031-12-08,Free State,Bakkie,Male,22,17,3000,6549,0,8204,438,0.05338859093125305,1
104361,TPO,2031-12-09,Western Cape,Hatchback,Male,32,3,1800,7680,1,6870,909,0.13231441048034934,1
104362,COMP+,2031-12-10,Eastern Cape,Sedan,Male,40,21,1800,1578,3,7311,0,0.0,0
104363,COMP+,2031-12-11,Eastern Cape,Hatchback,Male,66,19,2200,2698,2,12675,5529,0.4362130177514793,1
104364,COMP,2031-12-12,Western Cape,Hatchback,Male,20,19,1600,5595,3,15895,74,0.004655552060396351,1
104365,COMP+,2031-12-13,Gauteng,Bakkie,Male,35,22,2200,3671,2,12730,18251,1.4336999214454045,1
104366,COMP,2031-12-14,Gauteng,Sedan,Female,60,19,3500,7984,1,9878,0,0.0,0
104367,COMP,2031-12-15,Gauteng,Sedan,Female,43,19,3000,5301,3,11814,1917,0.1622651091924835,1
104368,COMP,2031-12-16,Western Cape,Sedan,Male,23,15,3000,7037,2,6543,2854,0.43619134953385297,1
104369,TPO,2031-12-17,Free State,Bakkie,Male,61,18,2500,3927,3,9703,14072,1.4502731114088425,1
104370,TPFT,2031-12-18,Eastern Cape,Bakkie,Female,71,17,3000,6256,1,13861,4793,0.3457903470168098,1
104371,TPO,2031-12-19,Gauteng,Coupe,Female,34,10,2500,7551,1,8936,0,0.0,0
104372,TPFT,2031-12-20,Western Cape,SUV,Female,63,24,3000,1278,1,10697,0,0.0,0
104373,TPFT,2031-12-21,Free State,Sedan,Male,55,14,3000,2468,3,5651,0,0.0,0
104374,COMP,2031-12-22,Gauteng,Bakkie,Female,59,19,2200,5772,3,15639,0,0.0,0
104375,COMP+,2031-12-23,Eastern Cape,Hatchback,Male,65,23,2200,1940,2,9072,15207,1.6762566137566137,1
104376,COMP,2031-12-24,Gauteng,Hatchback,Female,67,18,2000,3318,1,8740,0,0.0,0
104377,COMP+,2031-12-25,Western Cape,Hatchback,Male,44,11,2500,5536,2,10347,0,0.0,0
104378,TPFT,2031-12-26,Western Cape,SUV,Male,37,11,2000,6347,3,13609,3826,0.2811374825483136,1
104379,COMP,2031-12-27,KZN,Bakkie,Male,23,12,2200,7270,0,9455,4104,0.4340560549973559,1
104380,COMP+,2031-12-28,Western Cape,Hatchback,Male,68,8,1600,6389,1,8241,256,0.031064191238927313,1
104381,TPO,2031-12-29,KZN,SUV,Male,52,16,1200,6939,2,11647,0,0.0,0
104382,COMP+,2031-12-30,Western Cape,Sedan,Female,29,24,2500,2783,1,4110,301,0.0732360097323601,1
104383,COMP,2031-12-31,Gauteng,Sedan,Female,65,8,1800,2875,2,8486,1460,0.17204807918925288,1
104384,TPO,2032-01-01,Gauteng,Sedan,Female,20,24,2000,7630,2,20369,7274,0.35711129657813345,1
104385,COMP+,2032-01-02,Eastern Cape,Bakkie,Male,65,14,3500,5643,0,7748,2822,0.3642230252968508,1
104386,COMP+,2032-01-03,Eastern Cape,Sedan,Male,21,23,2500,4226,3,16884,174,0.010305614783226724,1
104387,COMP+,2032-01-04,Western Cape,Sedan,Female,74,18,3500,4728,1,5492,222,0.04042243262927895,1
104388,COMP+,2032-01-05,Gauteng,Sedan,Female,69,24,1200,1985,3,16455,0,0.0,0
104389,COMP+,2032-01-06,Western Cape,SUV,Male,62,21,2000,8080,2,10517,0,0.0,0
104390,TPO,2032-01-07,Gauteng,SUV,Male,21,22,2500,3819,3,20190,0,0.0,0
104391,TPFT,2032-01-08,Gauteng,Bakkie,Female,21,4,2000,4970,0,23751,11721,0.49349501073639007,1
104392,TPO,2032-01-09,Eastern Cape,Sedan,Male,56,17,2000,3066,3,6782,5339,0.7872309053376585,1
104393,TPO,2032-01-10,Eastern Cape,Sedan,Male,38,13,2200,1424,2,10476,1453,0.1386979763268423,1
104394,TPO,2032-01-11,Gauteng,SUV,Female,61,5,3000,8079,2,18753,4684,0.24977336959419827,1
104395,TPFT,2032-01-12,Gauteng,Sedan,Female,19,3,2200,3105,0,23615,91,0.003853482955748465,1
104396,COMP,2032-01-13,Eastern Cape,Sedan,Female,33,9,2000,3470,1,6108,1513,0.2477079240340537,1
104397,TPFT,2032-01-14,KZN,Sedan,Male,24,20,2000,6894,0,8333,4249,0.5099003960158406,1
104398,TPO,2032-01-15,Western Cape,Hatchback,Male,36,18,3000,8715,1,9535,2438,0.25568956476140536,1
104399,COMP+,2032-01-16,Gauteng,Bakkie,Female,60,20,1800,4794,2,14226,1088,0.07647968508364966,1
104400,COMP+,2032-01-17,Gauteng,Sedan,Female,50,19,1200,3891,3,11357,0,0.0,0
104401,TPO,2032-01-18,Western Cape,Sedan,Male,26,19,3000,2683,2,10172,1004,0.09870232009437672,1
104402,COMP+,2032-01-19,Western Cape,Coupe,Male,54,21,1200,4173,0,6720,0,0.0,0
104403,TPO,2032-01-20,Western Cape,Bakkie,Male,34,16,1600,4147,0,6713,7800,1.1619246238641443,1
104404,COMP+,2032-01-21,Free State,SUV,Male,44,1,3500,7044,3,12533,2628,0.2096864278305274,1
104405,TPFT,2032-01-22,Western Cape,Bakkie,Female,50,5,3000,5061,0,9450,63,0.006666666666666667,1
104406,COMP,2032-01-23,Western Cape,Bakkie,Female,66,24,1600,5051,2,10512,0,0.0,0
104407,COMP,2032-01-24,Western Cape,Bakkie,Male,29,15,1600,4651,3,10220,0,0.0,0
104408,TPFT,2032-01-25,KZN,SUV,Male,74,12,2200,5161,1,8959,6743,0.7526509655095435,1
104409,TPFT,2032-01-26,Eastern Cape,SUV,Female,62,1,2200,5910,0,12474,0,0.0,0
104410,TPO,2032-01-27,Gauteng,Sedan,Male,73,14,1800,8901,1,10878,0,0.0,0
104411,TPO,2032-01-28,Gauteng,Hatchback,Female,28,18,2200,2174,3,10917,17991,1.6479802143446,1
104412,TPO,2032-01-29,Eastern Cape,Bakkie,Female,30,18,1600,3949,0,6514,0,0.0,0
104413,COMP+,2032-01-30,Western Cape,Sedan,Female,48,6,2500,2809,3,9763,124,0.012701014032571956,1
104414,TPO,2032-01-31,Western Cape,Hatchback,Male,30,1,2000,1436,0,6284,711,0.11314449395289625,1
104415,TPFT,2032-02-01,Western Cape,Hatchback,Male,55,17,1600,5885,0,3577,2323,0.6494268940452893,1
104416,COMP,2032-02-02,Western Cape,Coupe,Male,43,18,1800,7116,0,5034,0,0.0,0
104417,COMP+,2032-02-03,Gauteng,Hatchback,Male,48,15,2000,8235,3,12730,3359,0.2638648860958366,1
104418,TPO,2032-02-04,Eastern Cape,Coupe,Male,39,12,2200,1234,3,9865,9851,0.9985808413583376,1
104419,COMP+,2032-02-05,Free State,Sedan,Female,23,13,2000,6834,2,9464,0,0.0,0
104420,COMP+,2032-02-06,Gauteng,Hatchback,Female,37,20,2500,8912,2,11285,1706,0.15117412494461674,1
104421,TPO,2032-02-07,Eastern Cape,Hatchback,Female,38,2,1800,5770,3,6562,0,0.0,0
104422,COMP+,2032-02-08,Western Cape,Sedan,Male,27,4,2200,3145,3,6947,239,0.03440333957103786,1
104423,COMP,2032-02-09,Western Cape,Sedan,Female,36,3,1200,6128,0,8864,882,0.09950361010830325,1
104424,TPFT,2032-02-10,Free State,Coupe,Female,52,19,1600,6022,2,10273,2456,0.23907329893896623,1
104425,TPFT,2032-02-11,Free State,Sedan,Male,43,8,3000,4575,2,8872,51,0.005748422001803427,1
104426,COMP,2032-02-12,Western Cape,Hatchback,Female,24,12,2500,5856,3,13657,858,0.06282492494691368,1
104427,COMP+,2032-02-13,Gauteng,Sedan,Male,54,12,2500,4561,2,14537,732,0.05035426841851826,1
104428,TPO,2032-02-14,Free State,Sedan,Male,25,10,3000,3474,3,6044,0,0.0,0
104429,COMP+,2032-02-15,Free State,SUV,Male,22,1,1600,1226,2,12834,0,0.0,0
104430,COMP,2032-02-16,Free State,Sedan,Female,61,5,1800,6872,1,5627,743,0.1320419406433268,1
104431,COMP+,2032-02-17,Gauteng,Bakkie,Female,53,20,1800,8754,1,9942,8618,0.8668276000804667,1
104432,TPFT,2032-02-18,Western Cape,SUV,Male,68,11,2500,7160,2,12454,0,0.0,0
104433,COMP+,2032-02-19,Gauteng,Sedan,Male,45,9,1600,3610,3,15884,2189,0.13781163434903046,1
104434,COMP,2032-02-20,Western Cape,Sedan,Male,67,14,2000,3275,1,7875,650,0.08253968253968254,1
104435,TPFT,2032-02-21,Eastern Cape,SUV,Male,20,3,1200,5801,0,17624,3325,0.18866318656377667,1
104436,COMP+,2032-02-22,Gauteng,Sedan,Male,56,5,1200,2815,3,13524,736,0.05442176870748299,1
104437,COMP+,2032-02-23,Gauteng,Bakkie,Male,25,24,1800,6357,1,11062,18568,1.6785391430121135,1
104438,TPFT,2032-02-24,KZN,SUV,Male,32,21,3500,8548,0,6991,119,0.01702188528107567,1
104439,TPO,2032-02-25,Gauteng,Sedan,Female,70,9,1800,4854,1,14997,1093,0.07288124291524972,1
104440,TPFT,2032-02-26,Gauteng,SUV,Male,44,18,2000,4995,1,14168,0,0.0,0
104441,TPO,2032-02-27,KZN,Sedan,Female,66,6,1800,2410,0,9772,1300,0.13303315595579207,1
104442,COMP,2032-02-28,Eastern Cape,Sedan,Male,68,21,1200,5764,0,3000,0,0.0,0
104443,COMP,2032-02-29,Free State,Sedan,Male,53,7,3500,7397,2,8226,583,0.07087284220763433,1
104444,TPFT,2032-03-01,Western Cape,Hatchback,Male,33,16,1600,4379,1,6906,2115,0.3062554300608167,1
104445,TPFT,2032-03-02,Free State,Hatchback,Male,43,8,2500,2845,0,4430,1525,0.3442437923250564,1
104446,COMP,2032-03-03,KZN,Hatchback,Male,62,23,1200,2337,2,10394,3765,0.36222820858187416,1
104447,TPO,2032-03-04,Western Cape,Sedan,Female,61,10,2000,6420,0,9577,0,0.0,0
104448,COMP,2032-03-05,Western Cape,Sedan,Female,21,5,1600,1117,2,16715,2276,0.13616512114866886,1
104449,TPFT,2032-03-06,Eastern Cape,SUV,Male,29,11,1600,2868,2,12217,5692,0.4659081607595973,1
104450,COMP,2032-03-07,Western Cape,Bakkie,Male,34,21,2500,3097,0,7108,351,0.049380979178390544,1
104451,TPFT,2032-03-08,KZN,Coupe,Female,58,13,1200,2813,0,6460,3173,0.49117647058823527,1
104452,TPFT,2032-03-09,Gauteng,Sedan,Male,61,20,3000,2587,1,14833,864,0.058248499966291375,1
104453,COMP,2032-03-10,Gauteng,Sedan,Female,43,2,1600,4252,1,8159,48,0.005883073906115945,1
104454,TPO,2032-03-11,Western Cape,Bakkie,Female,48,14,1600,1542,2,11981,1688,0.1408897420916451,1
104455,COMP+,2032-03-12,KZN,Hatchback,Female,32,9,1800,3374,0,8587,0,0.0,0
104456,COMP,2032-03-13,Gauteng,Hatchback,Male,69,10,1600,2526,1,13160,0,0.0,0
104457,COMP+,2032-03-14,Gauteng,Bakkie,Male,51,10,2000,4567,2,9104,4010,0.4404657293497364,1
104458,COMP,2032-03-15,Free State,Coupe,Male,46,10,1600,8087,1,6812,698,0.10246623605402232,1
104459,COMP+,2032-03-16,KZN,SUV,Female,26,19,1800,2269,2,7320,0,0.0,0
104460,TPO,2032-03-17,Eastern Cape,Hatchback,Female,31,11,2200,1601,1,7505,1123,0.14963357761492338,1
104461,TPO,2032-03-18,Gauteng,Coupe,Female,53,11,2200,4614,0,12784,7749,0.606148310387985,1
104462,COMP,2032-03-19,Gauteng,Hatchback,Female,21,3,2000,3149,3,22985,8985,0.39090711333478356,1
104463,TPFT,2032-03-20,Eastern Cape,Sedan,Female,55,19,2500,4301,3,10408,2971,0.2854534973097617,1
104464,COMP+,2032-03-21,Free State,Sedan,Female,73,24,2500,1387,2,7311,2910,0.3980303652031186,1
104465,TPFT,2032-03-22,Western Cape,SUV,Female,54,22,3000,4680,3,15691,2958,0.18851570964247022,1
104466,TPFT,2032-03-23,Western Cape,SUV,Female,41,1,3000,2602,3,9593,2192,0.2284999478786615,1
104467,TPFT,2032-03-24,KZN,Hatchback,Male,34,12,2000,6823,2,6874,0,0.0,0
104468,TPO,2032-03-25,Gauteng,Sedan,Male,30,15,3500,4282,3,15080,5037,0.3340185676392573,1
104469,COMP,2032-03-26,Free State,Sedan,Female,37,14,1600,3696,1,7919,0,0.0,0
104470,COMP,2032-03-27,Gauteng,Bakkie,Male,34,3,1600,8597,1,11865,3733,0.3146228402865571,1
104471,TPO,2032-03-28,Western Cape,Sedan,Male,68,20,3500,5434,1,8483,0,0.0,0
104472,TPO,2032-03-29,Free State,Sedan,Female,44,13,2200,7327,0,7174,0,0.0,0
104473,COMP,2032-03-30,Western Cape,SUV,Female,72,18,2200,5151,1,10986,1771,0.16120517021663935,1
104474,TPFT,2032-03-31,Gauteng,Bakkie,Female,50,16,1200,8122,3,18085,0,0.0,0
104475,COMP+,2032-04-01,Gauteng,Sedan,Male,38,6,2200,4833,3,11220,1800,0.16042780748663102,1
104476,COMP+,2032-04-02,Gauteng,Hatchback,Female,34,10,3500,2305,1,12945,1661,0.128312089609888,1
104477,COMP+,2032-04-03,KZN,SUV,Male,39,17,3000,7715,0,9642,1130,0.11719560257208048,1
104478,TPFT,2032-04-04,KZN,Hatchback,Female,42,17,2200,6247,1,7762,1377,0.17740273125483122,1
104479,COMP,2032-04-05,KZN,SUV,Male,20,8,2000,1716,0,11712,9377,0.8006318306010929,1
104480,TPO,2032-04-06,Western Cape,Sedan,Female,44,4,1200,6845,0,6672,175,0.026229016786570743,1
104481,COMP,2032-04-07,Western Cape,Sedan,Female,44,15,2500,6758,1,4805,0,0.0,0
104482,TPFT,2032-04-08,Gauteng,Sedan,Male,63,1,1200,8151,0,9138,5729,0.626942438170278,1
104483,TPO,2032-04-09,Eastern Cape,SUV,Female,29,7,3500,8675,3,12682,3770,0.29727172370288596,1
104484,TPFT,2032-04-10,KZN,Sedan,Female,32,10,1600,4655,1,5536,970,0.17521676300578035,1
104485,COMP+,2032-04-11,KZN,SUV,Male,55,7,1600,7359,3,10545,7906,0.7497392128971077,1
104486,COMP+,2032-04-12,Gauteng,SUV,Male,37,1,1200,8257,0,19920,5652,0.28373493975903613,1
104487,TPFT,2032-04-13,Gauteng,Sedan,Male,39,17,1200,3991,2,8508,1739,0.2043958627174424,1
104488,TPO,2032-04-14,Gauteng,Sedan,Male,19,12,1600,1313,1,12772,0,0.0,0
104489,TPO,2032-04-15,Western Cape,Bakkie,Female,21,17,3000,3280,2,10669,7593,0.7116880682350736,1
104490,COMP,2032-04-16,Western Cape,Hatchback,Female,62,15,3500,7888,2,9226,798,0.08649468892261002,1
104491,COMP+,2032-04-17,Eastern Cape,Sedan,Male,30,24,2000,3622,2,7261,0,0.0,0
104492,COMP,2032-04-18,Western Cape,Sedan,Male,72,16,2000,1887,2,8479,22,0.0025946455949994104,1
104493,COMP,2032-04-19,Western Cape,Coupe,Male,49,23,2000,5342,3,7678,0,0.0,0
104494,TPFT,2032-04-20,Western Cape,Sedan,Male,39,14,2000,3489,1,9508,773,0.08129995793016408,1
104495,TPFT,2032-04-21,Eastern Cape,Coupe,Male,42,3,1600,2922,3,10612,1586,0.14945344892574444,1
104496,COMP,2032-04-22,Free State,Sedan,Male,44,19,3500,7278,0,4840,728,0.15041322314049588,1
104497,COMP+,2032-04-23,Free State,Hatchback,Male,72,12,3000,5029,1,9957,1067,0.10716079140303304,1
104498,TPFT,2032-04-24,Eastern Cape,Sedan,Female,34,19,1800,4063,1,6357,1737,0.2732420953279849,1
104499,COMP,2032-04-25,Gauteng,Hatchback,Female,23,18,2200,6121,3,10703,16149,1.5088293001962068,1
104500,COMP,2032-04-26,Free State,Sedan,Male,60,14,2200,1160,0,6455,0,0.0,0
104501,COMP,2032-04-27,Western Cape,Bakkie,Female,68,20,2200,3187,2,16842,2012,0.11946324664529154,1
104502,COMP,2032-04-28,Western Cape,Sedan,Female,33,23,2200,3351,0,3714,560,0.15078082929456113,1
104503,COMP,2032-04-29,KZN,Sedan,Female,25,9,1600,2483,3,6592,0,0.0,0
104504,COMP,2032-04-30,KZN,Bakkie,Male,50,3,1800,4892,3,14827,2734,0.18439333648074457,1
104505,TPFT,2032-05-01,Gauteng,SUV,Female,27,23,1600,2737,3,13618,441,0.03238360992803642,1
104506,COMP+,2032-05-02,Gauteng,Hatchback,Female,51,12,1800,5220,2,14389,940,0.06532768086732921,1
104507,COMP,2032-05-03,Gauteng,SUV,Male,36,20,1600,8080,1,10853,21288,1.9614853036026905,1
104508,TPO,2032-05-04,Western Cape,Hatchback,Male,31,17,3000,2908,0,7455,38,0.005097250167672703,1
104509,TPFT,2032-05-05,Western Cape,SUV,Female,20,5,1200,2370,0,16130,1106,0.06856788592684439,1
104510,TPFT,2032-05-06,Western Cape,Coupe,Female,72,8,1800,6713,2,6665,0,0.0,0
104511,COMP,2032-05-07,Western Cape,Coupe,Female,73,19,2200,2977,3,12931,0,0.0,0
104512,TPFT,2032-05-08,KZN,Sedan,Female,58,4,1800,4395,0,8891,0,0.0,0
104513,COMP,2032-05-09,Western Cape,Hatchback,Female,40,15,2500,3454,1,4971,0,0.0,0
104514,COMP+,2032-05-10,Western Cape,Hatchback,Male,57,19,2000,8636,0,8206,2495,0.304045820131611,1
104515,COMP+,2032-05-11,Gauteng,Sedan,Male,28,15,1800,5259,3,13077,0,0.0,0
104516,TPFT,2032-05-12,Eastern Cape,Bakkie,Female,64,14,2500,5957,0,10800,0,0.0,0
104517,TPFT,2032-05-13,Western Cape,Sedan,Male,23,16,2000,3287,3,12532,413,0.03295563357804022,1
104518,TPO,2032-05-14,Western Cape,Hatchback,Male,51,24,2500,2236,1,7226,1393,0.1927760863548298,1
104519,TPFT,2032-05-15,Gauteng,Sedan,Female,18,10,2000,7292,2,15682,1562,0.09960464226501722,1
104520,TPO,2032-05-16,KZN,Sedan,Female,52,24,1200,7727,3,10476,0,0.0,0
104521,COMP+,2032-05-17,Free State,SUV,Male,42,14,1800,4174,3,12586,6862,0.545208962339107,1
104522,COMP+,2032-05-18,KZN,SUV,Male,46,20,2500,2206,0,5934,5543,0.9341085271317829,1
104523,COMP,2032-05-19,Eastern Cape,Hatchback,Male,40,11,3000,1504,2,12698,2642,0.2080642620885179,1
104524,COMP+,2032-05-20,KZN,Coupe,Male,35,2,1200,4767,3,7396,5145,0.695646295294754,1
104525,TPO,2032-05-21,Free State,SUV,Female,31,19,2200,5620,0,9713,577,0.059404921239575824,1
104526,TPFT,2032-05-22,Gauteng,Sedan,Male,34,3,1800,2403,1,11083,0,0.0,0
104527,COMP,2032-05-23,Western Cape,Bakkie,Female,19,4,1600,2767,2,9161,0,0.0,0
104528,TPO,2032-05-24,Eastern Cape,SUV,Female,48,11,1600,4733,0,10867,688,0.0633109413821662,1
104529,TPFT,2032-05-25,Gauteng,SUV,Female,36,13,1600,7918,2,11436,9123,0.7977439664218258,1
104530,COMP,2032-05-26,Western Cape,Sedan,Male,49,18,3000,8191,3,11267,0,0.0,0
104531,COMP+,2032-05-27,Free State,SUV,Male,71,18,2500,1700,0,7380,18,0.0024390243902439024,1
104532,TPO,2032-05-28,Western Cape,Sedan,Male,45,19,2500,4204,1,4711,445,0.09445977499469327,1
104533,TPFT,2032-05-29,Free State,Bakkie,Male,58,12,2000,6113,1,12417,539,0.04340823065152613,1
104534,COMP,2032-05-30,Free State,SUV,Female,25,1,1600,5145,0,8529,819,0.09602532536053465,1
104535,COMP,2032-05-31,Gauteng,Hatchback,Male,59,24,2200,4005,0,12654,3940,0.3113639955745219,1
104536,COMP+,2032-06-01,KZN,SUV,Female,58,6,2500,5790,2,9067,0,0.0,0
104537,TPFT,2032-06-02,Western Cape,Sedan,Male,57,3,3000,5121,0,3605,1237,0.34313453536754507,1
104538,COMP+,2032-06-03,Gauteng,Hatchback,Male,56,17,1800,5082,2,17706,3232,0.18253699310968033,1
104539,COMP+,2032-06-04,Gauteng,SUV,Female,39,3,2500,7793,3,16197,14877,0.9185034265604741,1
104540,TPFT,2032-06-05,Free State,Sedan,Female,41,1,1800,1010,0,7253,133,0.018337239762856748,1
104541,TPFT,2032-06-06,KZN,Bakkie,Male,55,3,3000,5903,3,14528,11259,0.7749862334801763,1
104542,TPFT,2032-06-07,Gauteng,SUV,Male,19,4,2500,6221,1,16350,0,0.0,0
104543,TPO,2032-06-08,Free State,Hatchback,Male,58,6,3500,3058,2,8621,2810,0.325948265862429,1
104544,TPFT,2032-06-09,Western Cape,SUV,Female,58,7,2000,8279,2,14499,1572,0.10842127043244362,1
104545,COMP,2032-06-10,Eastern Cape,Bakkie,Male,36,23,2000,4677,1,10474,6389,0.6099866335688371,1
104546,COMP+,2032-06-11,Gauteng,Sedan,Female,58,8,2000,3819,3,15869,3863,0.2434305879387485,1
104547,TPO,2032-06-12,KZN,SUV,Female,19,13,2200,7913,2,7520,0,0.0,0
104548,TPFT,2032-06-13,Western Cape,Coupe,Female,45,4,2500,1972,1,10145,446,0.043962543124691965,1
104549,TPO,2032-06-14,Western Cape,Hatchback,Male,49,6,1800,8334,1,4906,0,0.0,0
104550,TPFT,2032-06-15,Gauteng,Sedan,Male,36,11,3000,4792,1,13610,0,0.0,0
104551,TPO,2032-06-16,Eastern Cape,Sedan,Female,33,1,2500,3454,0,8342,3625,0.43454807000719253,1
104552,COMP+,2032-06-17,Gauteng,Sedan,Male,47,8,3000,6164,3,12535,2102,0.16769046669325888,1
104553,COMP+,2032-06-18,Eastern Cape,Bakkie,Male,39,22,1200,1841,1,10297,4339,0.4213848693794309,1
104554,COMP,2032-06-19,Gauteng,Bakkie,Male,31,2,2000,7860,3,15198,0,0.0,0
104555,COMP,2032-06-20,Gauteng,Bakkie,Male,69,8,1600,5454,2,13093,2829,0.21606965554112884,1
104556,TPFT,2032-06-21,Western Cape,SUV,Male,73,20,3000,7697,0,9014,5845,0.6484357665853118,1
104557,COMP+,2032-06-22,KZN,Hatchback,Male,18,9,1200,1284,1,17755,0,0.0,0
104558,TPO,2032-06-23,Western Cape,SUV,Female,62,4,3000,7543,1,13858,1486,0.10723048058882956,1
104559,TPO,2032-06-24,Eastern Cape,Sedan,Female,71,17,1200,6570,1,7193,0,0.0,0
104560,TPO,2032-06-25,Eastern Cape,SUV,Male,19,7,3000,6731,2,15978,2464,0.15421204155714108,1
104561,COMP,2032-06-26,Eastern Cape,Coupe,Male,39,10,2000,8611,0,8191,188,0.0229520205103162,1
104562,TPO,2032-06-27,Gauteng,Bakkie,Female,63,5,1600,3435,3,17211,4206,0.24437859508453896,1
104563,COMP,2032-06-28,Free State,SUV,Female,50,10,3500,8523,3,7948,1360,0.17111222949169602,1
104564,COMP,2032-06-29,KZN,Bakkie,Male,32,12,2000,3831,3,13871,1655,0.11931367601470694,1
104565,TPFT,2032-06-30,Western Cape,Hatchback,Female,67,21,3000,5520,3,12473,695,0.055720355968892805,1
104566,TPO,2032-07-01,Free State,SUV,Female,58,20,2000,2029,3,8396,8344,0.993806574559314,1
104567,TPO,2032-07-02,Western Cape,Sedan,Male,39,6,1600,8721,3,13239,419,0.03164891608127502,1
104568,COMP+,2032-07-03,Gauteng,Coupe,Female,57,1,1200,7015,3,18664,1725,0.09242391770252893,1
104569,TPFT,2032-07-04,Western Cape,Hatchback,Female,56,3,1200,7584,0,8186,0,0.0,0
104570,COMP+,2032-07-05,Western Cape,Sedan,Female,58,7,3000,5451,0,4733,231,0.048806253961546586,1
104571,TPFT,2032-07-06,Gauteng,SUV,Male,58,11,2500,3966,2,16478,4178,0.2535501881296274,1
104572,TPO,2032-07-07,Gauteng,SUV,Female,28,24,1600,7908,1,14695,2069,0.1407961891799932,1
104573,COMP,2032-07-08,Free State,Sedan,Female,21,12,1200,8755,0,9475,1892,0.1996833773087071,1
104574,COMP,2032-07-09,Western Cape,Coupe,Male,24,9,2200,1553,1,14389,1150,0.07992216276322191,1
104575,COMP,2032-07-10,Gauteng,SUV,Female,38,1,2000,6982,2,14317,378,0.026402179227491794,1
104576,COMP,2032-07-11,Western Cape,Hatchback,Male,24,4,3000,1267,0,14151,74,0.005229312416083669,1
104577,COMP,2032-07-12,Free State,Sedan,Male,21,2,2200,7011,2,11101,1093,0.09845959823439329,1
104578,COMP+,2032-07-13,Free State,SUV,Male,29,2,2200,8135,0,7567,0,0.0,0
